\*Date*\,\*Time*\,Run Time,\*LAeq*\,\*LAmax*\,Peak,SEL,Latm,LeqI,Ln1 dB,Ln1 Percent,Ln2 dB,Ln2 Percent,\*LA90*\,Ln3 Percent,Ln4 dB,Ln4 Percent,Ln5 dB,Ln5 Percent,Ln6 dB,Ln6 Percent,SPL Time Weighting,Freq.Weighting,Overload,Range,Recal.Due,Serial No.,Instrument Type,Lepd,Fractional Exposure,Exposure Time,Location,Notes,measNumber
07/07/2019,12:27,00:59:59,39.6,56.9,78.6,74.9,,,32.5,90,32.5,90,36.9,50,43.1,10,34.2,75,30.4,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,30.49611,0,00:59,,,
07/07/2019,13:27,00:59:59,40.3,63.5,88.7,75.6,,,31.6,90,31.6,90,35.6,50,43,10,33.2,75,30,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,31.19611,0,00:59,,,
07/07/2019,14:27,00:59:59,40.6,65.2,80.5,75.9,,,31.2,90,31.2,90,35.3,50,42.5,10,33,75,29.5,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,31.49611,0,00:59,,,
07/07/2019,15:27,00:59:59,40.4,59.9,82.9,75.7,,,33.1,90,33.1,90,37.7,50,43.3,10,35.1,75,30.7,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,31.29611,0,00:59,,,
07/07/2019,16:28,00:59:59,41.1,63.4,86.6,76.4,,,31.8,90,31.8,90,35.6,50,43.9,10,33.2,75,30.2,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,31.99611,0.00001,00:59,,,
07/07/2019,17:28,00:59:59,43.5,68,78.9,78.8,,,32.1,90,32.1,90,40.1,50,46.4,10,35.5,75,29.7,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,34.39611,0.00001,00:59,,,
07/07/2019,18:28,00:59:59,49.7,70.3,85.5,85,,,38.5,90,38.5,90,44,50,52.1,10,40.8,75,36.1,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,40.59611,0.00004,00:59,,,
07/07/2019,19:28,00:59:59,49.9,71.6,86,85.2,,,35.7,90,35.7,90,40.5,50,49.3,10,37.8,75,33,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,40.79611,0.00004,00:59,,,
07/07/2019,20:29,00:59:59,49.4,72.7,85.6,84.7,,,32.7,90,32.7,90,37.8,50,49.4,10,35,75,29.9,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,40.29611,0.00003,00:59,,,
07/07/2019,21:29,00:59:59,35.6,58.7,72.5,70.9,,,26.5,90,26.5,90,30.5,50,37.5,10,28.2,75,24.7,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,26.49611,0,00:59,,,
07/07/2019,22:29,00:59:59,29.4,47.2,66.5,65.1,,,25.2,90,25.2,90,28.2,50,32.2,10,26.5,75,23.5,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,20.29611,0,00:59,,,
07/07/2019,23:29,00:59:59,29.2,47.8,65.9,64.9,,,25.9,90,25.9,90,28.1,50,31.6,10,26.7,75,24.8,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,20.09611,0,00:59,,,
07/08/2019,00:29,00:59:59,29.7,47.7,70.2,65.4,,,25.6,90,25.6,90,28.7,50,32.3,10,27.1,75,23.6,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,20.59611,0,00:59,,,
07/08/2019,01:29,00:59:59,27.7,40.6,69.1,63.6,,,22.9,90,22.9,90,25.3,50,31.3,10,23.9,75,21.7,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,18.59611,0,00:59,,,
07/08/2019,02:29,00:59:59,24.9,42.6,65.4,61.3,,,21.9,90,21.9,90,23.3,50,27.1,10,22.4,75,21.1,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,15.79611,0,00:59,,,
07/08/2019,03:29,00:59:59,49.1,70,78.9,84.4,,,22.5,90,22.5,90,28.8,50,52.5,10,24,75,21.2,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,39.99611,0.00003,00:59,,,
07/08/2019,04:29,00:59:59,47.9,76.2,89.6,83.2,,,30.4,90,30.4,90,37.9,50,50.3,10,33.1,75,27.2,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,38.79611,0.00002,00:59,,,
07/08/2019,05:30,00:59:59,50.5,83.2,86.4,85.9,,,30.2,90,30.2,90,36.4,50,47.9,10,32.7,75,28.1,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,41.39611,0.00004,00:59,,,
07/08/2019,06:30,00:59:59,41.8,65.3,81.4,77.1,,,32.6,90,32.6,90,36.3,50,43.8,10,34.1,75,30.7,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,32.69611,0.00001,00:59,,,
07/08/2019,07:30,00:59:59,52.7,75.8,88.7,88,,,33.8,90,33.8,90,37.4,50,44.1,10,35.5,75,31,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,43.59611,0.00007,00:59,,,
07/08/2019,08:30,00:59:59,55.5,77.6,88.7,90.8,,,34.6,90,34.6,90,43.1,50,51.8,10,37,75,31.2,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,46.39611,0.00014,00:59,,,
07/08/2019,09:31,00:59:59,53.4,81.5,88.4,88.7,,,34,90,34,90,43.2,50,49.3,10,36.5,75,32,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,44.29611,0.00009,00:59,,,
07/08/2019,10:31,00:59:59,54.3,74,88.8,89.7,,,34.5,90,34.5,90,39.3,50,48,10,36.7,75,32.3,99,Fast,A,FALSE,20-80 dB,03/08/2004,B15091FE,CR:800,45.19611,0.0001,00:59,,,
07/08/2019,11:31,00:41:47,54.1,82.3,88.8,87.8,,,36.5,90,36.5,90,40.3,50,46.7,10,38.6,75,33.2,99,Fast,A,TRUE,20-80 dB,03/08/2004,B15091FE,CR:800,43.41543,0.00007,00:41,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Run Time,Total Leq dB,Highest LMax,Highest Peak,,,,,,,,,,,,,,,,,,,,,,,Total Lepd,,Total Exposure Time,,,
,,143:09:25,48.56307,94.1,97.4,,,,,,,,,,,,,,,,,,,,,,,67.90994,,140:50:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average of Daytime Periods = 47.1 dB(A) LAeq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Night-Time Periods = 44.7 dB(A) LAeq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
